sgRNA	Gene	T0_rep1	T0_rep2	T12_rep1	T12_rep2
C7orf43_TSS1_-91_g2	C7orf43	383	539	523	489
C7orf43_TSS1_+16_g3	C7orf43	434	542	494	1043
C7orf43_TSS1_+134_g4	C7orf43	314	368	321	520
C7orf43_TSS1_+410_g5	C7orf43	589	558	496	470
C7orf49_TSS1_-250_g1	C7orf49	775	979	970	752
C7orf49_TSS1_-86_g2	C7orf49	873	632	367	573
C7orf49_TSS1_+13_g3	C7orf49	416	671	487	575
C7orf49_TSS1_+142_g4	C7orf49	553	451	440	539
C7orf49_TSS1_+432_g5	C7orf49	384	514	367	335
C7orf50_TSS1_-259_g1	C7orf50	636	1043	871	937
C7orf50_TSS1_-95_g2	C7orf50	798	701	647	988
C7orf50_TSS1_+18_g3	C7orf50	909	1094	634	583
C7orf50_TSS1_+168_g4	C7orf50	734	984	516	507
C7orf50_TSS1_+436_g5	C7orf50	881	806	1107	682
C7orf55_TSS1_-265_g1	C7orf55	460	370	271	451
C7orf55_TSS1_-64_g2	C7orf55	379	357	535	510
C7orf55_TSS1_+41_g3	C7orf55	337	459	343	410
C7orf55_TSS1_+166_g4	C7orf55	245	290	339	433
C7orf55_TSS1_+429_g5	C7orf55	360	317	408	320
C7orf60_TSS1_-269_g1	C7orf60	722	545	617	1126
C7orf60_TSS1_-88_g2	C7orf60	695	704	877	690
C7orf60_TSS1_+37_g3	C7orf60	778	808	853	951
C7orf60_TSS1_+154_g4	C7orf60	623	610	657	777
C7orf60_TSS1_+421_g5	C7orf60	846	733	957	856
C7orf61_TSS1_-267_g1	C7orf61	607	481	374	325
C7orf61_TSS1_-100_g2	C7orf61	696	607	655	337
C7orf61_TSS1_+22_g3	C7orf61	489	533	1004	437
C7orf61_TSS1_+130_g4	C7orf61	518	430	437	667
C7orf61_TSS1_+430_g5	C7orf61	317	374	423	574
C7orf62_TSS1_-242_g1	C7orf62	827	489	592	332
C7orf62_TSS1_-87_g2	C7orf62	725	850	540	472
C7orf62_TSS1_+5_g3	C7orf62	589	603	401	607
C7orf62_TSS1_+132_g4	C7orf62	593	598	552	519
C7orf62_TSS1_+418_g5	C7orf62	430	553	663	408
C8orf22_TSS1_-259_g1	C8orf22	645	492	416	741
C8orf22_TSS1_-81_g2	C8orf22	300	432	527	487
C8orf22_TSS1_+9_g3	C8orf22	632	614	332	450
C8orf22_TSS1_+135_g4	C8orf22	501	414	341	386
C8orf22_TSS1_+430_g5	C8orf22	509	654	605	463
C8orf31_TSS1_-236_g1	C8orf31	486	500	416	546
C8orf31_TSS1_-68_g2	C8orf31	610	422	723	412
C8orf31_TSS1_+29_g3	C8orf31	440	333	275	254
C8orf31_TSS1_+162_g4	C8orf31	581	256	535	385
C8orf31_TSS1_+401_g5	C8orf31	528	516	485	463
C8orf33_TSS1_-239_g1	C8orf33	164	192	200	164
C8orf33_TSS1_-96_g2	C8orf33	174	146	115	157
C8orf33_TSS1_+40_g3	C8orf33	265	147	98	99
C8orf33_TSS1_+148_g4	C8orf33	154	204	51	58
C8orf33_TSS1_+436_g5	C8orf33	403	256	165	202
C8orf34_TSS1_-263_g1	C8orf34	392	411	502	332
C8orf34_TSS1_-90_g2	C8orf34	517	461	326	369
C8orf34_TSS1_+22_g3	C8orf34	375	593	544	396
C8orf34_TSS1_+162_g4	C8orf34	301	413	234	416
C8orf34_TSS1_+413_g5	C8orf34	512	400	259	558
C8orf37_TSS1_-242_g1	C8orf37	503	309	421	474
C8orf37_TSS1_-95_g2	C8orf37	942	453	548	892
C8orf37_TSS1_+8_g3	C8orf37	599	638	399	513
C8orf37_TSS1_+141_g4	C8orf37	533	657	475	366
C8orf37_TSS1_+421_g5	C8orf37	547	629	608	1018
C8orf4_TSS1_-267_g1	C8orf4	159	158	205	194
C8orf4_TSS1_-77_g2	C8orf4	217	159	302	206
C8orf4_TSS1_+43_g3	C8orf4	165	287	282	318
C8orf4_TSS1_+169_g4	C8orf4	336	370	365	233
C8orf4_TSS1_+439_g5	C8orf4	114	143	196	267
C8orf42_TSS1_-249_g1	C8orf42	248	407	223	268
C8orf42_TSS1_-77_g2	C8orf42	322	436	419	269
C8orf42_TSS1_+15_g3	C8orf42	298	320	389	214
C8orf42_TSS1_+142_g4	C8orf42	406	222	316	210
C8orf42_TSS1_+434_g5	C8orf42	399	283	320	226
C8orf44_TSS1_-248_g1	C8orf44	201	254	171	114
C8orf44_TSS1_-71_g2	C8orf44	145	174	210	224
C8orf44_TSS1_+41_g3	C8orf44	182	218	158	157
C8orf44_TSS1_+156_g4	C8orf44	163	116	223	159
C8orf44_TSS1_+410_g5	C8orf44	124	167	173	266
C8orf46_TSS1_-237_g1	C8orf46	197	131	149	141
C8orf46_TSS1_-83_g2	C8orf46	206	118	201	212
C8orf46_TSS1_+8_g3	C8orf46	231	162	149	191
C8orf46_TSS1_+157_g4	C8orf46	148	174	134	250
C8orf46_TSS1_+404_g5	C8orf46	174	152	223	160
C8orf47_TSS1_-235_g1	C8orf47	1137	780	440	1096
C8orf47_TSS1_-75_g2	C8orf47	808	829	1022	800
C8orf47_TSS1_+6_g3	C8orf47	1032	876	824	746
C8orf47_TSS1_+154_g4	C8orf47	383	524	678	580
C8orf47_TSS1_+424_g5	C8orf47	669	700	845	512
C8orf58_TSS1_-265_g1	C8orf58	649	616	791	481
C8orf58_TSS1_-90_g2	C8orf58	836	814	430	413
C8orf58_TSS1_+33_g3	C8orf58	694	449	905	400
C8orf58_TSS1_+163_g4	C8orf58	1225	1523	734	1187
C8orf58_TSS1_+416_g5	C8orf58	633	508	579	679
C8orf74_TSS1_-240_g1	C8orf74	485	459	556	356
C8orf74_TSS1_-73_g2	C8orf74	242	509	376	438
C8orf74_TSS1_+9_g3	C8orf74	633	555	468	442
C8orf74_TSS1_+150_g4	C8orf74	411	409	415	302
C8orf74_TSS1_+412_g5	C8orf74	507	569	793	463
C8orf76_TSS1_-232_g1	C8orf76	630	1049	684	846
C8orf76_TSS1_-77_g2	C8orf76	1150	665	417	562
C8orf76_TSS1_+7_g3	C8orf76	541	765	436	365
C8orf76_TSS1_+164_g4	C8orf76	786	493	412	471
C8orf76_TSS1_+421_g5	C8orf76	839	718	888	1058
C8orf82_TSS1_-266_g1	C8orf82	646	903	837	886
C8orf82_TSS1_-78_g2	C8orf82	993	863	965	780
C8orf82_TSS1_+17_g3	C8orf82	681	403	577	463
C8orf82_TSS1_+141_g4	C8orf82	985	910	623	1118
C8orf82_TSS1_+427_g5	C8orf82	509	555	640	493
C9orf106_TSS1_-260_g1	C9orf106	638	574	655	479
C9orf106_TSS1_-67_g2	C9orf106	610	834	931	645
C9orf106_TSS1_+29_g3	C9orf106	882	931	1048	1579
C9orf106_TSS1_+138_g4	C9orf106	756	519	583	644
C9orf106_TSS1_+411_g5	C9orf106	860	977	866	996
C9orf114_TSS1_-233_g1	C9orf114	361	241	234	267
C9orf114_TSS1_-73_g2	C9orf114	125	285	150	211
C9orf114_TSS1_+14_g3	C9orf114	253	380	95	203
C9orf114_TSS1_+132_g4	C9orf114	156	176	106	90
C9orf114_TSS1_+418_g5	C9orf114	159	97	141	134
C9orf116_TSS1_-270_g1	C9orf116	539	416	404	346
C9orf116_TSS1_-69_g2	C9orf116	357	495	533	444
C9orf116_TSS1_+8_g3	C9orf116	371	333	522	543
C9orf116_TSS1_+157_g4	C9orf116	459	383	388	314
C9orf116_TSS1_+439_g5	C9orf116	540	562	399	562
C9orf117_TSS1_-263_g1	C9orf117	381	324	217	258
C9orf117_TSS1_-96_g2	C9orf117	480	533	335	551
C9orf117_TSS1_+7_g3	C9orf117	276	218	280	275
C9orf117_TSS1_+167_g4	C9orf117	417	432	450	551
C9orf117_TSS1_+435_g5	C9orf117	727	326	301	402
C9orf123_TSS1_-256_g1	C9orf123	475	748	683	606
C9orf123_TSS1_-63_g2	C9orf123	773	517	828	646
C9orf123_TSS1_+40_g3	C9orf123	510	448	367	611
C9orf123_TSS1_+142_g4	C9orf123	537	751	688	329
C9orf123_TSS1_+412_g5	C9orf123	456	519	499	441
C9orf129_TSS1_-260_g1	C9orf129	416	716	358	488
C9orf129_TSS1_-97_g2	C9orf129	274	594	584	465
C9orf129_TSS1_+37_g3	C9orf129	518	653	694	447
C9orf129_TSS1_+165_g4	C9orf129	434	402	189	435
C9orf129_TSS1_+429_g5	C9orf129	490	384	314	344
C9orf135_TSS1_-258_g1	C9orf135	735	677	568	767
C9orf135_TSS1_-100_g2	C9orf135	709	886	801	712
C9orf135_TSS1_+42_g3	C9orf135	708	892	628	524
C9orf135_TSS1_+138_g4	C9orf135	1205	902	1144	1138
C9orf135_TSS1_+400_g5	C9orf135	938	851	726	564
C9orf139_TSS1_-231_g1	C9orf139	1028	683	582	896
C9orf139_TSS1_-83_g2	C9orf139	563	778	894	1240
C9orf139_TSS1_+35_g3	C9orf139	606	491	722	744
C9orf139_TSS1_+139_g4	C9orf139	881	475	399	772
C9orf139_TSS1_+424_g5	C9orf139	514	1204	365	1067
C9orf142_TSS1_-263_g1	C9orf142	1114	955	833	814
C9orf142_TSS1_-69_g2	C9orf142	766	818	1133	1023
C9orf142_TSS1_+8_g3	C9orf142	1145	762	779	823
C9orf142_TSS1_+145_g4	C9orf142	661	845	798	863
C9orf142_TSS1_+412_g5	C9orf142	1098	626	872	787
C9orf153_TSS1_-240_g1	C9orf153	407	537	587	451
C9orf153_TSS1_-72_g2	C9orf153	565	328	539	362
C9orf153_TSS1_+40_g3	C9orf153	476	555	503	664
C9orf153_TSS1_+134_g4	C9orf153	497	348	573	420
C9orf153_TSS1_+430_g5	C9orf153	453	314	563	578
C9orf156_TSS1_-261_g1	C9orf156	284	364	351	395
C9orf156_TSS1_-67_g2	C9orf156	369	200	336	582
C9orf156_TSS1_+20_g3	C9orf156	348	384	299	206
C9orf156_TSS1_+170_g4	C9orf156	238	263	269	393
C9orf156_TSS1_+416_g5	C9orf156	342	476	343	443
C9orf16_TSS1_-253_g1	C9orf16	400	408	414	501
C9orf16_TSS1_-86_g2	C9orf16	201	331	243	187
C9orf16_TSS1_+22_g3	C9orf16	308	342	424	347
C9orf16_TSS1_+133_g4	C9orf16	202	335	340	333
C9orf16_TSS1_+439_g5	C9orf16	319	211	290	389
C9orf163_TSS1_-260_g1	C9orf163	231	102	191	191
C9orf163_TSS1_-77_g2	C9orf163	115	158	161	141
C9orf163_TSS1_+6_g3	C9orf163	175	141	265	168
C9orf163_TSS1_+147_g4	C9orf163	166	146	196	129
C9orf163_TSS1_+437_g5	C9orf163	243	192	200	196
C9orf169_TSS1_-265_g1	C9orf169	397	221	396	244
C9orf169_TSS1_-89_g2	C9orf169	230	284	227	281
C9orf169_TSS1_+14_g3	C9orf169	239	290	209	216
C9orf169_TSS1_+143_g4	C9orf169	358	388	293	415
C9orf169_TSS1_+427_g5	C9orf169	304	297	227	350
C9orf171_TSS1_-268_g1	C9orf171	163	250	182	251
C9orf171_TSS1_-84_g2	C9orf171	182	183	434	291
C9orf171_TSS1_+12_g3	C9orf171	223	273	277	129
C9orf171_TSS1_+167_g4	C9orf171	312	259	196	212
C9orf171_TSS1_+429_g5	C9orf171	177	97	320	231
C9orf173_TSS1_-247_g1	C9orf173	694	485	669	489
C9orf173_TSS1_-89_g2	C9orf173	518	683	600	657
C9orf173_TSS1_+6_g3	C9orf173	672	740	565	696
C9orf173_TSS1_+131_g4	C9orf173	642	753	425	463
C9orf173_TSS1_+429_g5	C9orf173	700	974	427	603
C9orf24_TSS1_-241_g1	C9orf24	524	360	230	215
C9orf24_TSS1_-91_g2	C9orf24	277	286	254	273
C9orf24_TSS1_+44_g3	C9orf24	333	374	418	324
C9orf24_TSS1_+161_g4	C9orf24	196	259	303	307
C9orf24_TSS1_+402_g5	C9orf24	225	226	305	159
C9orf3_TSS1_-253_g1	C9orf3	156	205	342	263
C9orf3_TSS1_-100_g2	C9orf3	261	162	212	225
C9orf3_TSS1_+20_g3	C9orf3	245	161	214	212
C9orf3_TSS1_+138_g4	C9orf3	307	196	354	297
C9orf3_TSS1_+438_g5	C9orf3	176	187	237	316
C9orf37_TSS1_-244_g1	C9orf37	222	201	220	151
C9orf37_TSS1_-77_g2	C9orf37	316	155	296	191
C9orf37_TSS1_+17_g3	C9orf37	127	174	213	309
C9orf37_TSS1_+167_g4	C9orf37	120	199	176	158
C9orf37_TSS1_+424_g5	C9orf37	211	164	203	212
C9orf40_TSS1_-232_g1	C9orf40	290	520	207	254
C9orf40_TSS1_-67_g2	C9orf40	398	305	228	347
C9orf40_TSS1_+29_g3	C9orf40	263	225	361	469
C9orf40_TSS1_+141_g4	C9orf40	260	320	288	389
C9orf40_TSS1_+435_g5	C9orf40	295	413	283	242
C9orf41_TSS1_-230_g1	C9orf41	139	214	188	88
C9orf41_TSS1_-91_g2	C9orf41	114	121	97	135
C9orf41_TSS1_+12_g3	C9orf41	184	180	74	48
C9orf41_TSS1_+137_g4	C9orf41	193	134	32	59
C9orf41_TSS1_+417_g5	C9orf41	234	218	139	194
C9orf43_TSS1_-242_g1	C9orf43	272	394	369	546
C9orf43_TSS1_-64_g2	C9orf43	419	625	405	412
C9orf43_TSS1_+39_g3	C9orf43	687	506	507	444
C9orf43_TSS1_+133_g4	C9orf43	567	768	567	575
C9orf43_TSS1_+440_g5	C9orf43	555	450	668	531
C9orf50_TSS1_-269_g1	C9orf50	801	684	510	600
C9orf50_TSS1_-76_g2	C9orf50	830	1054	777	843
C9orf50_TSS1_+6_g3	C9orf50	691	920	819	522
C9orf50_TSS1_+165_g4	C9orf50	875	629	606	759
C9orf50_TSS1_+403_g5	C9orf50	768	805	1015	990
C9orf57_TSS1_-230_g1	C9orf57	121	136	180	170
C9orf57_TSS1_-83_g2	C9orf57	270	196	159	227
C9orf57_TSS1_+6_g3	C9orf57	132	270	250	219
C9orf57_TSS1_+163_g4	C9orf57	169	234	254	260
C9orf57_TSS1_+412_g5	C9orf57	213	149	140	148
C9orf64_TSS1_-263_g1	C9orf64	957	1255	1163	1097
C9orf64_TSS1_-71_g2	C9orf64	764	847	395	750
C9orf64_TSS1_+7_g3	C9orf64	618	630	793	687
C9orf64_TSS1_+132_g4	C9orf64	924	657	914	702
C9orf64_TSS1_+437_g5	C9orf64	627	530	517	544
C9orf66_TSS1_-247_g1	C9orf66	694	445	860	770
C9orf66_TSS1_-88_g2	C9orf66	530	556	877	596
C9orf66_TSS1_+34_g3	C9orf66	551	435	522	676
C9orf66_TSS1_+138_g4	C9orf66	551	706	711	692
C9orf66_TSS1_+400_g5	C9orf66	709	432	504	390
C9orf69_TSS1_-232_g1	C9orf69	479	547	557	548
C9orf69_TSS1_-87_g2	C9orf69	668	1034	723	566
C9orf69_TSS1_+21_g3	C9orf69	512	489	394	579
C9orf69_TSS1_+159_g4	C9orf69	717	845	595	451
C9orf69_TSS1_+418_g5	C9orf69	680	464	768	472
C9orf72_TSS1_-230_g1	C9orf72	358	525	444	756
C9orf72_TSS1_-68_g2	C9orf72	905	475	1041	924
C9orf72_TSS1_+15_g3	C9orf72	476	745	535	430
C9orf72_TSS1_+133_g4	C9orf72	1076	939	1021	1023
C9orf72_TSS1_+414_g5	C9orf72	736	616	866	1037
C9orf78_TSS1_-236_g1	C9orf78	848	512	528	685
C9orf78_TSS1_-75_g2	C9orf78	854	712	591	479
C9orf78_TSS1_+31_g3	C9orf78	481	545	313	273
C9orf78_TSS1_+145_g4	C9orf78	998	1118	354	414
C9orf78_TSS1_+422_g5	C9orf78	502	530	487	564
C9orf89_TSS1_-252_g1	C9orf89	159	190	123	110
C9orf89_TSS1_-85_g2	C9orf89	110	152	101	101
C9orf89_TSS1_+32_g3	C9orf89	221	169	124	143
C9orf89_TSS1_+147_g4	C9orf89	136	118	235	168
C9orf89_TSS1_+439_g5	C9orf89	247	143	242	244
C9orf9_TSS1_-264_g1	C9orf9	413	366	784	428
C9orf9_TSS1_-63_g2	C9orf9	554	597	829	1062
C9orf9_TSS1_+17_g3	C9orf9	1155	1065	1420	682
C9orf9_TSS1_+136_g4	C9orf9	626	725	706	571
C9orf9_TSS1_+436_g5	C9orf9	728	1044	701	659
C9orf91_TSS1_-264_g1	C9orf91	1026	1065	872	872
C9orf91_TSS1_-67_g2	C9orf91	684	1043	632	976
C9orf91_TSS1_+42_g3	C9orf91	799	904	838	1001
C9orf91_TSS1_+165_g4	C9orf91	877	737	990	838
C9orf91_TSS1_+421_g5	C9orf91	874	596	961	906
C9orf96_TSS1_-235_g1	C9orf96	575	528	466	489
C9orf96_TSS1_-71_g2	C9orf96	493	643	470	774
C9orf96_TSS1_+9_g3	C9orf96	383	510	386	337
C9orf96_TSS1_+137_g4	C9orf96	351	676	726	559
C9orf96_TSS1_+419_g5	C9orf96	463	648	460	538
CA9_TSS1_-246_g1	CA9	187	152	182	125
CA9_TSS1_-97_g2	CA9	174	151	131	172
CA9_TSS1_+34_g3	CA9	148	165	162	133
CA9_TSS1_+148_g4	CA9	154	159	168	152
CA9_TSS1_+415_g5	CA9	310	197	191	446
CAB39_TSS1_-248_g1	CAB39	707	738	831	682
CAB39_TSS1_-61_g2	CAB39	432	411	188	466
CAB39_TSS1_+25_g3	CAB39	922	1255	863	717
CAB39_TSS1_+141_g4	CAB39	742	781	448	681
CAB39_TSS1_+407_g5	CAB39	783	516	658	615
CAB39L_TSS1_-265_g1	CAB39L	416	436	419	337
CAB39L_TSS1_-83_g2	CAB39L	505	596	509	597
CAB39L_TSS1_+33_g3	CAB39L	422	447	431	492
CAB39L_TSS1_+168_g4	CAB39L	645	430	262	490
CAB39L_TSS1_+419_g5	CAB39L	722	768	389	770
CABIN1_TSS1_-245_g1	CABIN1	269	258	239	233
CABIN1_TSS1_-61_g2	CABIN1	312	217	227	231
CABIN1_TSS1_+7_g3	CABIN1	407	274	293	232
CABIN1_TSS1_+135_g4	CABIN1	221	184	269	246
CABIN1_TSS1_+432_g5	CABIN1	161	204	151	257
CABLES1_TSS1_-265_g1	CABLES1	470	1092	491	648
CABLES1_TSS1_-76_g2	CABLES1	818	664	512	687
CABLES1_TSS1_+44_g3	CABLES1	771	728	1217	943
CABLES1_TSS1_+162_g4	CABLES1	697	687	788	815
CABLES1_TSS1_+420_g5	CABLES1	803	994	708	504
CABLES2_TSS1_-266_g1	CABLES2	460	328	323	328
CABLES2_TSS1_-91_g2	CABLES2	522	622	380	482
CABLES2_TSS1_+28_g3	CABLES2	285	283	225	277
CABLES2_TSS1_+167_g4	CABLES2	387	597	433	473
CABLES2_TSS1_+411_g5	CABLES2	484	392	597	373
CABP1_TSS1_-259_g1	CABP1	372	564	600	507
CABP1_TSS1_-91_g2	CABP1	422	273	636	662
CABP1_TSS1_+29_g3	CABP1	557	324	419	408
CABP1_TSS1_+140_g4	CABP1	440	314	512	564
CABP1_TSS1_+431_g5	CABP1	534	451	329	315
CABYR_TSS1_-258_g1	CABYR	377	376	439	388
CABYR_TSS1_-73_g2	CABYR	588	613	583	558
CABYR_TSS1_+15_g3	CABYR	823	574	357	885
CABYR_TSS1_+164_g4	CABYR	616	337	445	467
CABYR_TSS1_+427_g5	CABYR	577	530	742	792
CACNA1A_TSS1_-247_g1	CACNA1A	618	591	775	547
CACNA1A_TSS1_-85_g2	CACNA1A	512	487	835	646
CACNA1A_TSS1_+38_g3	CACNA1A	467	508	724	447
CACNA1A_TSS1_+145_g4	CACNA1A	624	642	682	865
CACNA1A_TSS1_+424_g5	CACNA1A	361	465	423	347
CACTIN_TSS1_-252_g1	CACTIN	195	288	264	334
CACTIN_TSS1_-60_g2	CACTIN	251	217	130	162
CACTIN_TSS1_+15_g3	CACTIN	245	164	208	77
CACTIN_TSS1_+134_g4	CACTIN	286	298	156	172
CACTIN_TSS1_+405_g5	CACTIN	215	282	137	196
CACUL1_TSS1_-267_g1	CACUL1	778	977	768	798
CACUL1_TSS1_-75_g2	CACUL1	854	1012	1078	1119
CACUL1_TSS1_+23_g3	CACUL1	962	707	426	497
CACUL1_TSS1_+156_g4	CACUL1	790	783	579	886
CACUL1_TSS1_+422_g5	CACUL1	828	774	576	579
CAD_TSS1_-248_g1	CAD	720	849	749	661
CAD_TSS1_-63_g2	CAD	896	1114	589	452
CAD_TSS1_+44_g3	CAD	1050	850	323	334
CAD_TSS1_+151_g4	CAD	881	441	421	234
CAD_TSS1_+400_g5	CAD	898	1196	1536	1426
CALB1_TSS1_-253_g1	CALB1	199	228	146	168
CALB1_TSS1_-85_g2	CALB1	175	167	117	277
CALB1_TSS1_+40_g3	CALB1	290	174	301	320
CALB1_TSS1_+134_g4	CALB1	159	247	300	276
CALB1_TSS1_+426_g5	CALB1	207	274	196	253
CALCA_TSS1_-245_g1	CALCA	359	320	344	192
CALCA_TSS1_-70_g2	CALCA	376	224	373	388
CALCA_TSS1_+29_g3	CALCA	370	378	384	279
CALCA_TSS1_+153_g4	CALCA	377	338	426	289
CALCA_TSS1_+400_g5	CALCA	379	269	211	209
CALCOCO1_TSS1_-253_g1	CALCOCO1	292	410	495	410
CALCOCO1_TSS1_-60_g2	CALCOCO1	598	608	458	394
CALCOCO1_TSS1_+31_g3	CALCOCO1	369	372	401	297
CALCOCO1_TSS1_+142_g4	CALCOCO1	343	503	521	545
CALCOCO1_TSS1_+426_g5	CALCOCO1	350	409	415	438
CALCOCO2_TSS1_-234_g1	CALCOCO2	948	1049	603	1223
CALCOCO2_TSS1_-64_g2	CALCOCO2	1062	755	668	824
CALCOCO2_TSS1_+36_g3	CALCOCO2	878	762	837	719
CALCOCO2_TSS1_+154_g4	CALCOCO2	1079	878	939	962
CALCOCO2_TSS1_+433_g5	CALCOCO2	858	804	980	894
CALM1_TSS1_-255_g1	CALM1	602	758	567	997
CALM1_TSS1_-84_g2	CALM1	1136	854	740	971
CALM1_TSS1_+40_g3	CALM1	817	1381	1168	848
CALM1_TSS1_+151_g4	CALM1	705	767	509	532
CALM1_TSS1_+431_g5	CALM1	599	1307	700	896
CALML6_TSS1_-264_g1	CALML6	458	353	402	274
CALML6_TSS1_-87_g2	CALML6	546	574	292	454
CALML6_TSS1_+31_g3	CALML6	411	262	620	444
CALML6_TSS1_+149_g4	CALML6	369	384	374	320
CALML6_TSS1_+410_g5	CALML6	301	355	408	337
CALR_TSS1_-259_g1	CALR	145	198	208	205
CALR_TSS1_-85_g2	CALR	155	145	102	198
CALR_TSS1_+21_g3	CALR	200	108	226	136
CALR_TSS1_+150_g4	CALR	105	83	153	199
CALR_TSS1_+409_g5	CALR	123	140	115	164
CAMK1_TSS1_-265_g1	CAMK1	519	516	618	578
CAMK1_TSS1_-91_g2	CAMK1	420	448	375	373
CAMK1_TSS1_+29_g3	CAMK1	484	550	722	459
CAMK1_TSS1_+160_g4	CAMK1	279	433	585	358
CAMK1_TSS1_+435_g5	CAMK1	374	296	371	251
CAMK1D_TSS1_-237_g1	CAMK1D	173	195	175	149
CAMK1D_TSS1_-86_g2	CAMK1D	220	151	170	158
CAMK1D_TSS1_+17_g3	CAMK1D	91	181	90	235
CAMK1D_TSS1_+153_g4	CAMK1D	137	120	168	139
CAMK1D_TSS1_+440_g5	CAMK1D	301	145	200	242
CAMK1G_TSS1_-264_g1	CAMK1G	328	298	288	239
CAMK1G_TSS1_-93_g2	CAMK1G	333	330	344	417
CAMK1G_TSS1_+37_g3	CAMK1G	184	301	396	266
CAMK1G_TSS1_+169_g4	CAMK1G	362	528	331	500
CAMK1G_TSS1_+431_g5	CAMK1G	349	302	285	300
CAMK2A_TSS1_-264_g1	CAMK2A	757	636	518	897
CAMK2A_TSS1_-71_g2	CAMK2A	808	753	430	416
CAMK2A_TSS1_+5_g3	CAMK2A	688	482	681	455
CAMK2A_TSS1_+160_g4	CAMK2A	1074	1003	1068	1072
CAMK2A_TSS1_+418_g5	CAMK2A	746	916	942	904
CAMK2B_TSS1_-236_g1	CAMK2B	680	680	333	849
CAMK2B_TSS1_-85_g2	CAMK2B	514	692	803	591
CAMK2B_TSS1_+30_g3	CAMK2B	997	711	735	582
CAMK2B_TSS1_+138_g4	CAMK2B	549	719	757	1059
CAMK2B_TSS1_+421_g5	CAMK2B	707	768	654	443
CAMK2D_TSS1_-240_g1	CAMK2D	905	1196	1334	1198
CAMK2D_TSS1_-61_g2	CAMK2D	758	753	671	557
CAMK2D_TSS1_+40_g3	CAMK2D	680	943	533	826
CAMK2D_TSS1_+136_g4	CAMK2D	916	487	671	833
CAMK2D_TSS1_+415_g5	CAMK2D	1020	895	873	820
CAMK2G_TSS1_-233_g1	CAMK2G	351	220	261	235
CAMK2G_TSS1_-76_g2	CAMK2G	249	239	486	199
CAMK2G_TSS1_+32_g3	CAMK2G	271	263	249	279
CAMK2G_TSS1_+169_g4	CAMK2G	357	351	335	215
CAMK2G_TSS1_+415_g5	CAMK2G	227	246	252	137
CAMK2N2_TSS1_-268_g1	CAMK2N2	1078	961	1046	1201
CAMK2N2_TSS1_-76_g2	CAMK2N2	639	874	808	782
CAMK2N2_TSS1_+37_g3	CAMK2N2	971	725	1178	855
CAMK2N2_TSS1_+148_g4	CAMK2N2	1120	1024	772	919
CAMK2N2_TSS1_+406_g5	CAMK2N2	629	748	850	673
CAMK4_TSS1_-265_g1	CAMK4	530	393	302	380
CAMK4_TSS1_-97_g2	CAMK4	394	372	407	446
CAMK4_TSS1_+24_g3	CAMK4	219	436	380	370
CAMK4_TSS1_+157_g4	CAMK4	397	370	426	503
CAMK4_TSS1_+440_g5	CAMK4	325	402	306	400
CAMKK1_TSS1_-249_g1	CAMKK1	918	682	663	574
CAMKK1_TSS1_-83_g2	CAMKK1	580	712	487	495
CAMKK1_TSS1_+13_g3	CAMKK1	545	804	670	345
CAMKK1_TSS1_+159_g4	CAMKK1	1159	867	1129	790
CAMKK1_TSS1_+422_g5	CAMKK1	459	617	357	469
CAMKK2_TSS1_-257_g1	CAMKK2	646	909	546	772
CAMKK2_TSS1_-67_g2	CAMKK2	712	290	615	914
CAMKK2_TSS1_+5_g3	CAMKK2	649	832	828	781
CAMKK2_TSS1_+146_g4	CAMKK2	853	1226	587	1301
CAMKK2_TSS1_+400_g5	CAMKK2	1040	1069	1273	834
CAMKV_TSS1_-247_g1	CAMKV	804	450	496	276
CAMKV_TSS1_-81_g2	CAMKV	734	591	580	691
CAMKV_TSS1_+28_g3	CAMKV	461	412	464	318
CAMKV_TSS1_+143_g4	CAMKV	731	524	783	543
CAMKV_TSS1_+407_g5	CAMKV	439	439	666	476
CAMTA1_TSS1_-264_g1	CAMTA1	442	520	705	572
CAMTA1_TSS1_-65_g2	CAMTA1	368	377	385	863
CAMTA1_TSS1_+45_g3	CAMTA1	492	307	376	542
CAMTA1_TSS1_+157_g4	CAMTA1	350	311	176	386
CAMTA1_TSS1_+436_g5	CAMTA1	464	506	462	420
CAMTA2_TSS1_-253_g1	CAMTA2	310	370	220	249
CAMTA2_TSS1_-87_g2	CAMTA2	226	216	201	256
CAMTA2_TSS1_+20_g3	CAMTA2	262	385	224	259
CAMTA2_TSS1_+163_g4	CAMTA2	300	220	287	240
CAMTA2_TSS1_+407_g5	CAMTA2	321	347	466	309
CAND1_TSS1_-238_g1	CAND1	667	649	478	461
CAND1_TSS1_-84_g2	CAND1	481	462	605	775
CAND1_TSS1_+32_g3	CAND1	573	1063	419	614
CAND1_TSS1_+154_g4	CAND1	674	394	371	741
CAND1_TSS1_+413_g5	CAND1	553	519	511	819
CAND2_TSS1_-234_g1	CAND2	288	251	254	198
CAND2_TSS1_-84_g2	CAND2	204	394	330	187
CAND2_TSS1_+43_g3	CAND2	215	228	197	137
CAND2_TSS1_+138_g4	CAND2	266	301	184	262
CAND2_TSS1_+437_g5	CAND2	380	336	345	460
CAPG_TSS1_-238_g1	CAPG	648	577	705	636
CAPG_TSS1_-61_g2	CAPG	761	1158	787	1119
