sgRNA	Gene	DMSO_rep1	DMSO_rep2	Drug_rep1	Drug_rep2
C6orf195_TSS1_-120_g3	C6orf195	455	364	422	391
C6orf195_TSS1_+21_g4	C6orf195	390	130	725	328
C6orf195_TSS1_+184_g5	C6orf195	525	448	410	378
C6orf201_TSS1_-370_g1	C6orf201	439	402	292	426
C6orf201_TSS1_-195_g2	C6orf201	281	171	274	260
C6orf201_TSS1_-98_g3	C6orf201	236	228	247	243
C6orf201_TSS1_+38_g4	C6orf201	408	295	330	358
C6orf201_TSS1_+157_g5	C6orf201	335	525	295	303
C6orf203_TSS1_-367_g1	C6orf203	482	314	664	249
C6orf203_TSS1_-218_g2	C6orf203	408	457	353	370
C6orf203_TSS1_-107_g3	C6orf203	474	399	419	212
C6orf203_TSS1_+52_g4	C6orf203	244	364	414	523
C6orf203_TSS1_+191_g5	C6orf203	323	251	258	378
C6orf211_TSS1_-328_g1	C6orf211	455	888	489	663
C6orf211_TSS1_-200_g2	C6orf211	941	582	604	750
C6orf211_TSS1_-100_g3	C6orf211	469	609	397	550
C6orf211_TSS1_+34_g4	C6orf211	595	198	304	377
C6orf211_TSS1_+184_g5	C6orf211	542	726	651	428
C6orf223_TSS1_-346_g1	C6orf223	170	133	204	220
C6orf223_TSS1_-207_g2	C6orf223	209	240	330	349
C6orf223_TSS1_-129_g3	C6orf223	369	213	329	324
C6orf223_TSS1_+27_g4	C6orf223	387	310	393	429
C6orf223_TSS1_+162_g5	C6orf223	167	163	173	119
C6orf226_TSS1_-349_g1	C6orf226	208	215	391	436
C6orf226_TSS1_-229_g2	C6orf226	219	241	120	215
C6orf226_TSS1_-104_g3	C6orf226	247	320	333	287
C6orf226_TSS1_+45_g4	C6orf226	262	232	204	214
C6orf226_TSS1_+182_g5	C6orf226	204	183	223	205
C6orf47_TSS1_-334_g1	C6orf47	542	812	368	597
C6orf47_TSS1_-211_g2	C6orf47	622	1082	802	614
C6orf47_TSS1_-98_g3	C6orf47	443	472	470	433
C6orf47_TSS1_+39_g4	C6orf47	507	482	468	581
C6orf47_TSS1_+182_g5	C6orf47	250	415	364	446
C6orf48_TSS1_-325_g1	C6orf48	577	653	410	451
C6orf48_TSS1_-227_g2	C6orf48	726	743	434	569
C6orf48_TSS1_-125_g3	C6orf48	314	390	517	495
C6orf48_TSS1_+33_g4	C6orf48	377	307	331	219
C6orf48_TSS1_+186_g5	C6orf48	685	823	406	443
C6orf52_TSS1_-374_g1	C6orf52	373	361	401	388
C6orf52_TSS1_-236_g2	C6orf52	395	451	588	339
C6orf52_TSS1_-122_g3	C6orf52	400	413	266	279
C6orf52_TSS1_+57_g4	C6orf52	391	387	250	264
C6orf52_TSS1_+187_g5	C6orf52	312	504	253	334
C6orf57_TSS1_-347_g1	C6orf57	990	901	658	887
C6orf57_TSS1_-223_g2	C6orf57	554	807	668	707
C6orf57_TSS1_-118_g3	C6orf57	976	909	523	772
C6orf57_TSS1_+49_g4	C6orf57	804	639	675	575
C6orf57_TSS1_+177_g5	C6orf57	1014	927	513	715
C6orf62_TSS1_-371_g1	C6orf62	330	443	423	196
C6orf62_TSS1_-201_g2	C6orf62	665	627	388	638
C6orf62_TSS1_-116_g3	C6orf62	437	354	456	628
C6orf62_TSS1_+15_g4	C6orf62	454	431	444	302
C6orf62_TSS1_+193_g5	C6orf62	460	453	515	480
C6orf70_TSS1_-330_g1	C6orf70	641	627	470	580
C6orf70_TSS1_-223_g2	C6orf70	610	537	652	507
C6orf70_TSS1_-108_g3	C6orf70	661	564	617	467
C6orf70_TSS1_+62_g4	C6orf70	504	483	547	649
C6orf70_TSS1_+169_g5	C6orf70	689	621	563	486
C6orf89_TSS1_-357_g1	C6orf89	348	509	314	296
C6orf89_TSS1_-233_g2	C6orf89	449	317	499	377
C6orf89_TSS1_-119_g3	C6orf89	427	379	234	279
C6orf89_TSS1_+62_g4	C6orf89	361	417	379	389
C6orf89_TSS1_+189_g5	C6orf89	382	311	355	354
C6orf99_TSS1_-336_g1	C6orf99	441	405	284	557
C6orf99_TSS1_-231_g2	C6orf99	377	464	517	387
C6orf99_TSS1_-130_g3	C6orf99	534	633	532	506
C6orf99_TSS1_+28_g4	C6orf99	676	476	448	545
C6orf99_TSS1_+204_g5	C6orf99	521	403	373	395
C7orf10_TSS1_-340_g1	C7orf10	168	161	130	317
C7orf10_TSS1_-200_g2	C7orf10	122	173	182	232
C7orf10_TSS1_-116_g3	C7orf10	200	120	281	241
C7orf10_TSS1_+45_g4	C7orf10	223	219	153	143
C7orf10_TSS1_+175_g5	C7orf10	106	177	93	157
C7orf25_TSS1_-348_g1	C7orf25	281	291	288	221
C7orf25_TSS1_-219_g2	C7orf25	274	191	268	219
C7orf25_TSS1_-108_g3	C7orf25	169	262	195	244
C7orf25_TSS1_+55_g4	C7orf25	112	316	219	290
C7orf25_TSS1_+172_g5	C7orf25	182	211	257	202
C7orf26_TSS1_-363_g1	C7orf26	293	225	232	294
C7orf26_TSS1_-223_g2	C7orf26	294	238	443	248
C7orf26_TSS1_-110_g3	C7orf26	286	271	193	369
C7orf26_TSS1_+23_g4	C7orf26	267	247	174	242
C7orf26_TSS1_+200_g5	C7orf26	245	222	334	275
C7orf29_TSS1_-335_g1	C7orf29	530	534	756	970
C7orf29_TSS1_-205_g2	C7orf29	533	451	445	498
C7orf29_TSS1_-103_g3	C7orf29	422	413	470	459
C7orf29_TSS1_+18_g4	C7orf29	694	556	854	541
C7orf29_TSS1_+182_g5	C7orf29	578	456	517	676
C7orf31_TSS1_-334_g1	C7orf31	244	510	365	242
C7orf31_TSS1_-242_g2	C7orf31	343	201	481	445
C7orf31_TSS1_-110_g3	C7orf31	441	237	375	439
C7orf31_TSS1_+31_g4	C7orf31	511	348	395	342
C7orf31_TSS1_+165_g5	C7orf31	273	223	359	494
C7orf34_TSS1_-335_g1	C7orf34	742	565	1794	2076
C7orf34_TSS1_-202_g2	C7orf34	445	667	3172	2920
C7orf34_TSS1_-111_g3	C7orf34	516	733	2086	3148
C7orf34_TSS1_+42_g4	C7orf34	305	379	823	929
C7orf34_TSS1_+201_g5	C7orf34	630	714	933	795
C7orf41_TSS1_-354_g1	C7orf41	865	687	746	350
C7orf41_TSS1_-208_g2	C7orf41	958	638	631	467
C7orf41_TSS1_-132_g3	C7orf41	468	422	314	301
C7orf41_TSS1_+18_g4	C7orf41	664	826	1061	1023
C7orf41_TSS1_+164_g5	C7orf41	953	717	652	996
C7orf43_TSS1_-368_g1	C7orf43	277	219	261	362
C7orf43_TSS1_-196_g2	C7orf43	259	446	636	535
C7orf43_TSS1_-117_g3	C7orf43	262	218	254	197
C7orf43_TSS1_+19_g4	C7orf43	297	321	416	279
C7orf43_TSS1_+161_g5	C7orf43	226	426	405	343
C7orf49_TSS1_-375_g1	C7orf49	505	407	699	541
C7orf49_TSS1_-241_g2	C7orf49	735	453	422	485
C7orf49_TSS1_-100_g3	C7orf49	581	497	525	547
C7orf49_TSS1_+53_g4	C7orf49	587	817	449	493
C7orf49_TSS1_+200_g5	C7orf49	759	531	803	484
C7orf50_TSS1_-359_g1	C7orf50	527	641	671	541
C7orf50_TSS1_-244_g2	C7orf50	546	832	692	877
C7orf50_TSS1_-117_g3	C7orf50	767	788	586	648
C7orf50_TSS1_+30_g4	C7orf50	697	894	784	698
C7orf50_TSS1_+185_g5	C7orf50	627	986	987	989
C7orf55_TSS1_-327_g1	C7orf55	294	318	341	300
C7orf55_TSS1_-236_g2	C7orf55	206	124	161	186
C7orf55_TSS1_-120_g3	C7orf55	297	264	270	250
C7orf55_TSS1_+29_g4	C7orf55	294	302	332	195
C7orf55_TSS1_+177_g5	C7orf55	165	437	340	223
C7orf60_TSS1_-352_g1	C7orf60	355	439	511	555
C7orf60_TSS1_-211_g2	C7orf60	353	552	440	430
C7orf60_TSS1_-115_g3	C7orf60	354	358	349	456
C7orf60_TSS1_+56_g4	C7orf60	317	294	437	423
C7orf60_TSS1_+155_g5	C7orf60	293	311	295	395
C7orf61_TSS1_-344_g1	C7orf61	839	465	873	394
C7orf61_TSS1_-242_g2	C7orf61	785	1130	959	777
C7orf61_TSS1_-116_g3	C7orf61	680	804	596	616
C7orf61_TSS1_+44_g4	C7orf61	944	869	854	910
C7orf61_TSS1_+202_g5	C7orf61	501	834	1035	840
C7orf62_TSS1_-349_g1	C7orf62	833	675	808	695
C7orf62_TSS1_-203_g2	C7orf62	489	884	518	635
C7orf62_TSS1_-99_g3	C7orf62	501	374	681	489
C7orf62_TSS1_+31_g4	C7orf62	785	900	949	602
C7orf62_TSS1_+173_g5	C7orf62	609	320	368	545
C8orf22_TSS1_-346_g1	C8orf22	766	851	587	691
C8orf22_TSS1_-204_g2	C8orf22	287	429	467	469
C8orf22_TSS1_-142_g3	C8orf22	328	190	237	345
C8orf22_TSS1_+40_g4	C8orf22	363	315	509	236
C8orf22_TSS1_+157_g5	C8orf22	505	565	508	321
C8orf31_TSS1_-345_g1	C8orf31	248	222	155	105
C8orf31_TSS1_-241_g2	C8orf31	293	235	344	170
C8orf31_TSS1_-118_g3	C8orf31	186	196	126	177
C8orf31_TSS1_+19_g4	C8orf31	230	338	367	382
C8orf31_TSS1_+170_g5	C8orf31	159	274	263	213
C8orf33_TSS1_-359_g1	C8orf33	750	415	558	870
C8orf33_TSS1_-216_g2	C8orf33	416	281	629	528
C8orf33_TSS1_-106_g3	C8orf33	1024	596	525	807
C8orf33_TSS1_+36_g4	C8orf33	484	388	549	496
C8orf33_TSS1_+189_g5	C8orf33	802	694	575	843
C8orf34_TSS1_-341_g1	C8orf34	316	193	288	198
C8orf34_TSS1_-239_g2	C8orf34	262	237	323	220
C8orf34_TSS1_-96_g3	C8orf34	255	316	313	315
C8orf34_TSS1_+33_g4	C8orf34	413	363	394	553
C8orf34_TSS1_+156_g5	C8orf34	223	271	360	349
C8orf37_TSS1_-367_g1	C8orf37	514	751	693	541
C8orf37_TSS1_-231_g2	C8orf37	515	760	877	1027
C8orf37_TSS1_-118_g3	C8orf37	1406	785	835	1030
C8orf37_TSS1_+47_g4	C8orf37	1138	517	935	794
C8orf37_TSS1_+182_g5	C8orf37	483	614	467	330
C8orf4_TSS1_-335_g1	C8orf4	717	427	511	423
C8orf4_TSS1_-204_g2	C8orf4	507	615	469	570
C8orf4_TSS1_-124_g3	C8orf4	997	1099	749	753
C8orf4_TSS1_+22_g4	C8orf4	540	646	449	540
C8orf4_TSS1_+177_g5	C8orf4	448	271	396	307
C8orf42_TSS1_-338_g1	C8orf42	252	275	169	243
C8orf42_TSS1_-199_g2	C8orf42	315	542	381	352
C8orf42_TSS1_-128_g3	C8orf42	374	409	281	321
C8orf42_TSS1_+22_g4	C8orf42	206	307	447	382
C8orf42_TSS1_+190_g5	C8orf42	521	371	446	396
C8orf44_TSS1_-329_g1	C8orf44	618	804	495	904
C8orf44_TSS1_-220_g2	C8orf44	437	650	493	419
C8orf44_TSS1_-108_g3	C8orf44	829	999	1080	996
C8orf44_TSS1_+26_g4	C8orf44	603	745	800	709
C8orf44_TSS1_+164_g5	C8orf44	676	765	690	684
C8orf46_TSS1_-341_g1	C8orf46	736	1005	564	466
C8orf46_TSS1_-197_g2	C8orf46	582	899	753	544
C8orf46_TSS1_-116_g3	C8orf46	845	452	727	724
C8orf46_TSS1_+51_g4	C8orf46	598	788	649	482
C8orf46_TSS1_+201_g5	C8orf46	1325	740	862	730
C8orf47_TSS1_-339_g1	C8orf47	254	328	264	230
C8orf47_TSS1_-241_g2	C8orf47	282	259	230	334
C8orf47_TSS1_-133_g3	C8orf47	309	383	202	437
C8orf47_TSS1_+53_g4	C8orf47	219	239	191	169
C8orf47_TSS1_+174_g5	C8orf47	240	241	270	179
C8orf58_TSS1_-342_g1	C8orf58	685	488	569	632
C8orf58_TSS1_-243_g2	C8orf58	720	506	749	692
C8orf58_TSS1_-100_g3	C8orf58	224	255	317	460
C8orf58_TSS1_+35_g4	C8orf58	324	454	392	397
C8orf58_TSS1_+188_g5	C8orf58	445	322	522	386
C8orf74_TSS1_-369_g1	C8orf74	767	563	685	596
C8orf74_TSS1_-234_g2	C8orf74	936	522	968	704
C8orf74_TSS1_-108_g3	C8orf74	719	715	793	860
C8orf74_TSS1_+36_g4	C8orf74	1098	723	1019	1138
C8orf74_TSS1_+156_g5	C8orf74	347	332	807	373
C8orf76_TSS1_-325_g1	C8orf76	1091	1200	985	803
C8orf76_TSS1_-208_g2	C8orf76	747	571	505	469
C8orf76_TSS1_-138_g3	C8orf76	536	607	791	781
C8orf76_TSS1_+43_g4	C8orf76	1227	866	861	824
C8orf76_TSS1_+163_g5	C8orf76	797	757	1016	606
C8orf82_TSS1_-362_g1	C8orf82	548	1321	536	1410
C8orf82_TSS1_-232_g2	C8orf82	979	617	536	664
C8orf82_TSS1_-98_g3	C8orf82	1046	850	890	1196
C8orf82_TSS1_+58_g4	C8orf82	655	606	713	748
C8orf82_TSS1_+187_g5	C8orf82	352	512	530	656
C9orf106_TSS1_-349_g1	C9orf106	465	611	585	487
C9orf106_TSS1_-238_g2	C9orf106	616	517	634	736
C9orf106_TSS1_-107_g3	C9orf106	513	643	591	679
C9orf106_TSS1_+21_g4	C9orf106	770	856	705	549
C9orf106_TSS1_+177_g5	C9orf106	858	477	504	508
C9orf114_TSS1_-335_g1	C9orf114	268	275	218	389
C9orf114_TSS1_-244_g2	C9orf114	228	524	495	287
C9orf114_TSS1_-95_g3	C9orf114	201	285	283	157
C9orf114_TSS1_+39_g4	C9orf114	290	305	232	205
C9orf114_TSS1_+167_g5	C9orf114	260	398	395	314
C9orf116_TSS1_-354_g1	C9orf116	538	703	438	474
C9orf116_TSS1_-209_g2	C9orf116	457	803	522	855
C9orf116_TSS1_-95_g3	C9orf116	690	579	430	607
C9orf116_TSS1_+39_g4	C9orf116	453	297	425	356
C9orf116_TSS1_+168_g5	C9orf116	378	257	407	395
C9orf117_TSS1_-354_g1	C9orf117	529	801	577	416
C9orf117_TSS1_-220_g2	C9orf117	1051	638	1127	697
C9orf117_TSS1_-106_g3	C9orf117	683	402	1089	547
C9orf117_TSS1_+45_g4	C9orf117	846	1014	1007	720
C9orf117_TSS1_+173_g5	C9orf117	620	969	538	480
C9orf123_TSS1_-350_g1	C9orf123	126	91	120	121
C9orf123_TSS1_-235_g2	C9orf123	129	159	205	202
C9orf123_TSS1_-106_g3	C9orf123	192	249	245	313
C9orf123_TSS1_+31_g4	C9orf123	118	182	193	127
C9orf123_TSS1_+159_g5	C9orf123	158	125	136	124
C9orf129_TSS1_-361_g1	C9orf129	857	753	929	919
C9orf129_TSS1_-225_g2	C9orf129	709	923	372	727
C9orf129_TSS1_-118_g3	C9orf129	939	493	525	551
C9orf129_TSS1_+20_g4	C9orf129	668	551	769	466
C9orf129_TSS1_+179_g5	C9orf129	472	462	378	539
C9orf135_TSS1_-374_g1	C9orf135	828	565	442	534
C9orf135_TSS1_-243_g2	C9orf135	711	489	342	396
C9orf135_TSS1_-143_g3	C9orf135	557	459	575	725
C9orf135_TSS1_+52_g4	C9orf135	570	576	337	510
C9orf135_TSS1_+176_g5	C9orf135	538	551	658	959
C9orf139_TSS1_-374_g1	C9orf139	316	278	280	252
C9orf139_TSS1_-203_g2	C9orf139	311	416	450	326
C9orf139_TSS1_-115_g3	C9orf139	244	383	212	281
C9orf139_TSS1_+45_g4	C9orf139	210	201	291	252
C9orf139_TSS1_+177_g5	C9orf139	269	415	462	353
C9orf142_TSS1_-347_g1	C9orf142	147	311	101	217
C9orf142_TSS1_-195_g2	C9orf142	209	294	221	276
C9orf142_TSS1_-95_g3	C9orf142	323	282	128	228
C9orf142_TSS1_+65_g4	C9orf142	144	156	175	161
C9orf142_TSS1_+184_g5	C9orf142	153	197	139	228
C9orf153_TSS1_-373_g1	C9orf153	247	140	170	140
C9orf153_TSS1_-243_g2	C9orf153	236	162	262	233
C9orf153_TSS1_-118_g3	C9orf153	234	230	268	181
C9orf153_TSS1_+32_g4	C9orf153	199	150	140	154
C9orf153_TSS1_+171_g5	C9orf153	211	116	203	168
C9orf156_TSS1_-326_g1	C9orf156	610	732	593	505
C9orf156_TSS1_-223_g2	C9orf156	910	407	766	604
C9orf156_TSS1_-140_g3	C9orf156	988	598	960	1000
C9orf156_TSS1_+65_g4	C9orf156	574	392	756	1013
C9orf156_TSS1_+189_g5	C9orf156	569	642	611	553
C9orf16_TSS1_-363_g1	C9orf16	517	693	511	737
C9orf16_TSS1_-238_g2	C9orf16	781	701	965	1161
C9orf16_TSS1_-137_g3	C9orf16	817	648	701	621
C9orf16_TSS1_+27_g4	C9orf16	1046	1131	829	968
C9orf16_TSS1_+164_g5	C9orf16	978	793	543	489
C9orf163_TSS1_-353_g1	C9orf163	476	480	447	460
C9orf163_TSS1_-237_g2	C9orf163	744	740	726	798
C9orf163_TSS1_-144_g3	C9orf163	676	540	664	234
C9orf163_TSS1_+39_g4	C9orf163	775	458	569	545
C9orf163_TSS1_+179_g5	C9orf163	347	450	264	575
C9orf169_TSS1_-365_g1	C9orf169	239	98	141	258
C9orf169_TSS1_-215_g2	C9orf169	190	216	335	216
C9orf169_TSS1_-102_g3	C9orf169	352	229	249	118
C9orf169_TSS1_+48_g4	C9orf169	255	312	149	346
C9orf169_TSS1_+169_g5	C9orf169	118	206	225	245
C9orf171_TSS1_-357_g1	C9orf171	553	514	705	713
C9orf171_TSS1_-204_g2	C9orf171	542	954	477	450
C9orf171_TSS1_-105_g3	C9orf171	717	759	1111	723
C9orf171_TSS1_+26_g4	C9orf171	773	872	511	627
C9orf171_TSS1_+204_g5	C9orf171	275	576	552	655
C9orf173_TSS1_-336_g1	C9orf173	285	568	455	525
C9orf173_TSS1_-229_g2	C9orf173	920	617	585	1190
C9orf173_TSS1_-107_g3	C9orf173	348	371	456	485
C9orf173_TSS1_+64_g4	C9orf173	421	336	473	352
C9orf173_TSS1_+183_g5	C9orf173	611	546	537	247
C9orf24_TSS1_-373_g1	C9orf24	377	450	410	456
C9orf24_TSS1_-205_g2	C9orf24	302	307	373	425
C9orf24_TSS1_-121_g3	C9orf24	344	457	411	426
C9orf24_TSS1_+25_g4	C9orf24	670	596	652	393
C9orf24_TSS1_+188_g5	C9orf24	381	389	322	352
C9orf3_TSS1_-346_g1	C9orf3	319	322	472	288
C9orf3_TSS1_-240_g2	C9orf3	389	451	386	467
C9orf3_TSS1_-108_g3	C9orf3	693	380	776	386
C9orf3_TSS1_+58_g4	C9orf3	576	572	438	559
C9orf3_TSS1_+158_g5	C9orf3	368	377	409	342
C9orf37_TSS1_-338_g1	C9orf37	676	613	523	904
C9orf37_TSS1_-242_g2	C9orf37	810	497	1192	688
C9orf37_TSS1_-135_g3	C9orf37	449	416	399	555
C9orf37_TSS1_+42_g4	C9orf37	514	704	806	527
C9orf37_TSS1_+167_g5	C9orf37	538	383	610	492
C9orf40_TSS1_-341_g1	C9orf40	832	607	690	731
C9orf40_TSS1_-234_g2	C9orf40	492	655	496	325
C9orf40_TSS1_-96_g3	C9orf40	555	592	554	407
C9orf40_TSS1_+44_g4	C9orf40	604	740	708	549
C9orf40_TSS1_+169_g5	C9orf40	586	478	508	710
C9orf41_TSS1_-357_g1	C9orf41	404	1019	796	823
C9orf41_TSS1_-207_g2	C9orf41	389	500	486	691
C9orf41_TSS1_-122_g3	C9orf41	768	590	644	944
C9orf41_TSS1_+52_g4	C9orf41	1016	823	953	927
C9orf41_TSS1_+175_g5	C9orf41	637	606	433	593
C9orf43_TSS1_-339_g1	C9orf43	933	775	613	568
C9orf43_TSS1_-230_g2	C9orf43	870	832	907	562
C9orf43_TSS1_-118_g3	C9orf43	778	775	924	856
C9orf43_TSS1_+42_g4	C9orf43	1259	1223	1019	1017
C9orf43_TSS1_+166_g5	C9orf43	809	541	965	1037
C9orf50_TSS1_-347_g1	C9orf50	735	842	605	618
C9orf50_TSS1_-197_g2	C9orf50	621	597	388	606
C9orf50_TSS1_-107_g3	C9orf50	437	512	502	416
C9orf50_TSS1_+25_g4	C9orf50	454	423	467	277
C9orf50_TSS1_+197_g5	C9orf50	532	409	750	621
C9orf57_TSS1_-337_g1	C9orf57	160	162	183	187
C9orf57_TSS1_-219_g2	C9orf57	177	132	87	102
C9orf57_TSS1_-124_g3	C9orf57	243	198	248	178
C9orf57_TSS1_+52_g4	C9orf57	207	174	282	175
C9orf57_TSS1_+189_g5	C9orf57	474	327	412	462
C9orf64_TSS1_-346_g1	C9orf64	997	747	759	740
C9orf64_TSS1_-232_g2	C9orf64	848	661	540	956
C9orf64_TSS1_-96_g3	C9orf64	752	978	1090	783
C9orf64_TSS1_+52_g4	C9orf64	729	628	885	786
C9orf64_TSS1_+198_g5	C9orf64	448	780	945	847
C9orf66_TSS1_-330_g1	C9orf66	716	1159	1182	920
C9orf66_TSS1_-229_g2	C9orf66	959	895	1131	1249
C9orf66_TSS1_-100_g3	C9orf66	426	323	539	595
C9orf66_TSS1_+32_g4	C9orf66	878	978	466	486
C9orf66_TSS1_+202_g5	C9orf66	845	781	939	1142
C9orf69_TSS1_-367_g1	C9orf69	528	683	2637	3532
C9orf69_TSS1_-212_g2	C9orf69	535	666	3887	4462
C9orf69_TSS1_-141_g3	C9orf69	934	932	2730	2602
C9orf69_TSS1_+62_g4	C9orf69	741	1038	1189	901
C9orf69_TSS1_+200_g5	C9orf69	723	1052	1193	687
C9orf72_TSS1_-339_g1	C9orf72	183	135	99	254
C9orf72_TSS1_-198_g2	C9orf72	172	106	132	223
C9orf72_TSS1_-103_g3	C9orf72	112	116	142	110
C9orf72_TSS1_+16_g4	C9orf72	123	130	196	144
C9orf72_TSS1_+203_g5	C9orf72	128	110	82	157
C9orf78_TSS1_-346_g1	C9orf78	250	281	228	225
C9orf78_TSS1_-227_g2	C9orf78	151	195	155	359
C9orf78_TSS1_-103_g3	C9orf78	229	425	324	279
C9orf78_TSS1_+31_g4	C9orf78	409	321	290	199
C9orf78_TSS1_+157_g5	C9orf78	349	458	225	267
C9orf89_TSS1_-361_g1	C9orf89	799	1182	530	973
C9orf89_TSS1_-222_g2	C9orf89	535	859	649	345
C9orf89_TSS1_-130_g3	C9orf89	355	527	418	427
C9orf89_TSS1_+20_g4	C9orf89	912	1023	798	987
C9orf89_TSS1_+162_g5	C9orf89	782	826	713	780
C9orf9_TSS1_-351_g1	C9orf9	808	744	680	703
C9orf9_TSS1_-239_g2	C9orf9	517	1164	527	1203
C9orf9_TSS1_-135_g3	C9orf9	1066	1283	1485	1475
C9orf9_TSS1_+17_g4	C9orf9	803	811	736	1096
C9orf9_TSS1_+157_g5	C9orf9	1086	725	774	495
C9orf91_TSS1_-326_g1	C9orf91	219	146	160	138
C9orf91_TSS1_-213_g2	C9orf91	181	176	94	205
C9orf91_TSS1_-105_g3	C9orf91	123	144	169	164
C9orf91_TSS1_+41_g4	C9orf91	99	86	100	104
C9orf91_TSS1_+156_g5	C9orf91	175	117	159	141
C9orf96_TSS1_-338_g1	C9orf96	382	563	730	628
C9orf96_TSS1_-201_g2	C9orf96	483	606	368	353
C9orf96_TSS1_-115_g3	C9orf96	251	333	474	697
C9orf96_TSS1_+49_g4	C9orf96	612	482	247	422
C9orf96_TSS1_+180_g5	C9orf96	439	411	346	533
CA9_TSS1_-326_g1	CA9	351	364	516	234
CA9_TSS1_-230_g2	CA9	229	177	155	355
CA9_TSS1_-134_g3	CA9	279	236	302	173
CA9_TSS1_+61_g4	CA9	242	236	408	352
CA9_TSS1_+205_g5	CA9	264	413	437	311
CAB39_TSS1_-363_g1	CAB39	871	731	987	1123
CAB39_TSS1_-236_g2	CAB39	700	447	372	785
CAB39_TSS1_-118_g3	CAB39	1008	608	709	653
CAB39_TSS1_+64_g4	CAB39	738	889	763	594
CAB39_TSS1_+197_g5	CAB39	563	906	687	621
CAB39L_TSS1_-335_g1	CAB39L	261	204	270	183
CAB39L_TSS1_-236_g2	CAB39L	269	340	352	301
CAB39L_TSS1_-140_g3	CAB39L	268	258	264	331
CAB39L_TSS1_+52_g4	CAB39L	315	174	155	449
CAB39L_TSS1_+186_g5	CAB39L	197	295	159	245
CABIN1_TSS1_-360_g1	CABIN1	611	504	358	335
CABIN1_TSS1_-199_g2	CABIN1	371	414	343	260
CABIN1_TSS1_-109_g3	CABIN1	369	412	259	527
CABIN1_TSS1_+32_g4	CABIN1	547	322	272	574
CABIN1_TSS1_+169_g5	CABIN1	586	277	577	502
CABLES1_TSS1_-351_g1	CABLES1	151	212	177	244
CABLES1_TSS1_-220_g2	CABLES1	141	101	147	166
CABLES1_TSS1_-114_g3	CABLES1	238	208	182	181
CABLES1_TSS1_+24_g4	CABLES1	188	152	184	158
CABLES1_TSS1_+199_g5	CABLES1	283	138	311	230
CABLES2_TSS1_-338_g1	CABLES2	299	319	462	344
CABLES2_TSS1_-226_g2	CABLES2	391	412	465	392
CABLES2_TSS1_-129_g3	CABLES2	388	300	380	279
CABLES2_TSS1_+55_g4	CABLES2	314	147	206	181
CABLES2_TSS1_+186_g5	CABLES2	412	568	545	592
CABP1_TSS1_-370_g1	CABP1	255	383	469	352
CABP1_TSS1_-209_g2	CABP1	423	352	559	401
CABP1_TSS1_-129_g3	CABP1	531	615	429	466
CABP1_TSS1_+52_g4	CABP1	338	337	578	380
CABP1_TSS1_+181_g5	CABP1	352	710	489	661
CABYR_TSS1_-349_g1	CABYR	444	468	730	435
CABYR_TSS1_-195_g2	CABYR	586	783	572	504
CABYR_TSS1_-138_g3	CABYR	559	445	558	603
CABYR_TSS1_+29_g4	CABYR	393	577	359	421
CABYR_TSS1_+194_g5	CABYR	496	510	624	913
CACNA1A_TSS1_-326_g1	CACNA1A	746	1002	941	811
CACNA1A_TSS1_-221_g2	CACNA1A	838	883	986	609
CACNA1A_TSS1_-140_g3	CACNA1A	1091	415	1250	1004
CACNA1A_TSS1_+36_g4	CACNA1A	612	1159	883	1249
CACNA1A_TSS1_+172_g5	CACNA1A	1383	1276	1014	970
CACTIN_TSS1_-373_g1	CACTIN	308	191	226	435
CACTIN_TSS1_-220_g2	CACTIN	294	270	201	270
CACTIN_TSS1_-111_g3	CACTIN	245	288	193	264
CACTIN_TSS1_+52_g4	CACTIN	234	288	213	361
CACTIN_TSS1_+185_g5	CACTIN	269	206	249	164
CACUL1_TSS1_-353_g1	CACUL1	770	603	567	727
CACUL1_TSS1_-198_g2	CACUL1	874	513	799	868
CACUL1_TSS1_-144_g3	CACUL1	663	524	562	660
CACUL1_TSS1_+44_g4	CACUL1	630	554	606	825
CACUL1_TSS1_+161_g5	CACUL1	695	1052	1049	709
CAD_TSS1_-368_g1	CAD	310	184	193	259
CAD_TSS1_-232_g2	CAD	344	437	248	408
CAD_TSS1_-113_g3	CAD	311	240	221	424
CAD_TSS1_+16_g4	CAD	240	235	340	448
CAD_TSS1_+160_g5	CAD	269	512	268	335
CALB1_TSS1_-344_g1	CALB1	479	494	515	415
CALB1_TSS1_-227_g2	CALB1	592	445	786	634
CALB1_TSS1_-141_g3	CALB1	379	407	383	564
CALB1_TSS1_+51_g4	CALB1	485	506	495	715
CALB1_TSS1_+189_g5	CALB1	371	296	406	502
CALCA_TSS1_-373_g1	CALCA	556	708	709	954
CALCA_TSS1_-213_g2	CALCA	413	652	638	450
CALCA_TSS1_-143_g3	CALCA	503	639	429	589
CALCA_TSS1_+28_g4	CALCA	533	612	281	291
CALCA_TSS1_+183_g5	CALCA	433	488	363	445
CALCOCO1_TSS1_-336_g1	CALCOCO1	398	424	528	459
CALCOCO1_TSS1_-207_g2	CALCOCO1	401	432	469	603
CALCOCO1_TSS1_-104_g3	CALCOCO1	766	858	590	441
CALCOCO1_TSS1_+56_g4	CALCOCO1	698	441	555	446
CALCOCO1_TSS1_+190_g5	CALCOCO1	465	427	686	299
CALCOCO2_TSS1_-351_g1	CALCOCO2	698	748	451	707
